ID,SAVETIME,USERIP,IP_INBPS,IP_OUTBPS,TCP_INBPS,TCP_OUTBPS,UDP_INBPS,UDP_OUTBPS,TCP_FLOWS,TCP_PEERS,PKTS_PER_TCPFLOW,AVGLEN_IN_TCPFLOW,AVGLEN_OUT_TCPFLOW,UDP_FLOWS,UDP_PEERS,PKTS_PER_UDPFLOW,AVGLEN_IN_UDPFLOW,AVGLEN_OUT_UDPFLOW,ipsec_flows,ipsec_hosts,PKTS_PER_IPSECFLOW,AVGLEN_IN_IPSECFLOW,AVGLEN_OUT_IPSECFLOW,ipsec_outbps,ipsec_inBPS,dns_querys,dns_answers,dns_errs,syn_outcount,syn_inacks,syn_incount,syn_outacks,ICMP_INPPS,ICMP_OUTPPS,OTHERIP_INPPS,OTHERIP_OUTPPS,TTLSERVER_MAX,TTLSERVER_MIN,TTLSERVER_AVG,TTLCLIENT_MAX,TTLCLIENT_MIN,TTLCLIENT_AVG,HTTP_GETS,HTTP_POSTS,HTTP_FAILS,MAIL_SENT,MAIL_RECV,MEDIA_FLOWS,FTP_DOWNLOADS,FTP_UPLOADS,SYN_FROM_PEERS,SYN_TO_PEERS,RST_FROM_PEERS,RST_TO_PEERS,TCP_FROM_PEERS,TCP_TO_PEERS,UDP_FROM_PEERS,UDP_TO_PEERS,OTHERIP_FROM_PEERS,OTHERIP_TO_PEERS,DNS_FROM_PEERS,DNS_TO_PEERS,SYN_TO_PORT_PEERS,label
2504,2015-2-18 10:17:00,149.171.126.13,1392,11400,1368,11400,24,0,12,1,24,74,548,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,2,0,0,3,2,2,2,0,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2505,2015-2-18 10:17:00,59.166.0.9,182944,57528,181824,56104,1120,1424,74,1,80,460,141,24,1,7,97,124,0,0,0,0,0,0,0,38,19,0,148,148,0,0,0,0,0,0,3,2,2,1,0,0,40,0,20,8,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,3,0
2506,2015-2-18 10:17:00,149.171.126.2,41776,238016,40168,236856,1608,1152,79,1,80,96,552,32,1,5,134,96,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,1,0,0,3,2,2,36,0,18,0,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2507,2015-2-18 10:17:00,59.166.0.5,1048872,88176,1047720,86808,1152,1368,87,1,155,984,116,20,1,8,98,117,0,0,0,0,0,0,0,48,24,0,178,178,0,0,0,0,0,0,3,2,2,1,0,0,36,0,14,10,0,0,8,8,0,1,1,1,1,1,1,1,0,0,1,1,3,0
2508,2015-2-18 10:10:00,10.40.182.6,0,424,0,0,0,424,0,0,0,0,0,2,1,1,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2509,2015-2-18 10:11:00,59.166.0.3,479808,83992,477992,81536,1816,2456,91,1,99,716,149,48,1,5,95,129,0,0,0,0,0,0,0,46,23,0,182,182,0,0,0,0,0,0,3,2,2,1,0,0,40,0,18,12,0,0,8,8,0,1,1,1,1,1,1,1,0,0,1,1,3,0
2510,2015-2-18 10:11:00,149.171.126.4,74536,688608,72816,687296,1720,1312,110,1,101,111,820,32,1,6,126,96,0,0,0,0,0,0,0,0,0,0,0,0,218,218,0,0,0,0,1,0,0,3,2,2,50,0,22,4,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2511,2015-2-18 10:11:00,149.171.126.0,67208,282216,66080,281336,1120,872,89,1,87,129,525,20,1,6,124,96,0,0,0,0,0,0,0,0,0,0,0,0,176,176,0,0,0,0,1,0,0,3,2,2,52,0,26,8,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2512,2015-2-18 10:11:00,59.166.0.5,196536,64552,195672,63512,864,1032,79,1,74,485,165,16,1,8,98,117,0,0,0,0,0,0,0,34,17,0,156,156,0,0,0,0,0,0,3,2,2,1,0,0,24,0,12,12,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2513,2015-2-18 10:11:00,175.45.176.1,20992,24736,20992,21544,0,416,101,1,20,170,147,12,1,1,0,262,0,0,0,0,0,0,0,0,0,0,204,202,0,0,0,0,0,1,3,2,2,2,0,1,134,0,0,6,0,0,4,0,0,1,1,1,1,1,0,1,0,1,0,0,50,1
2514,2015-2-18 10:11:00,149.171.126.11,8456,11168,8336,11096,24,0,64,1,18,96,152,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,2,0,1,4,2,2,128,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0
2515,2015-2-18 10:11:00,149.171.126.13,3240,1632,2944,1632,296,0,6,1,27,250,166,2,1,1,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,1,3,2,2,4,0,0,2,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2516,2015-2-18 10:11:00,175.45.176.0,50056,7016,49200,6480,784,440,10,1,55,986,264,4,1,21,148,75,0,0,0,0,0,0,0,40,0,0,18,18,0,0,0,0,0,0,4,2,2,2,0,1,6,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1
2517,2015-2-18 10:11:00,59.166.0.1,299712,72424,298352,70808,1360,1608,82,1,85,599,163,24,1,8,98,116,0,0,0,0,0,0,0,56,28,0,160,160,0,0,0,0,0,0,3,2,2,1,0,0,64,0,32,12,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2518,2015-2-18 10:11:00,149.171.126.9,57592,313952,56072,312792,1512,1160,81,1,84,131,637,28,1,6,126,96,0,0,0,0,0,0,0,0,0,0,0,0,162,162,0,0,0,0,1,0,0,3,2,2,30,0,14,6,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2519,2015-2-18 10:11:00,10.40.85.1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2520,2015-2-18 10:11:00,10.40.182.1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2521,2015-2-18 10:11:00,149.171.126.10,1184,4960,1128,4960,48,0,5,1,23,157,600,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,1,3,2,2,8,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2522,2015-2-18 10:12:00,149.171.126.8,76808,366616,75352,365352,1448,1256,78,1,99,155,671,20,1,9,113,98,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,0,1,0,0,3,2,2,48,0,24,14,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2523,2015-2-18 10:12:00,59.166.0.0,502568,76944,501240,75280,1320,1656,83,1,116,717,128,28,1,7,97,122,0,0,0,0,0,0,0,46,23,0,168,168,0,0,0,0,0,0,3,2,2,1,0,0,42,0,18,10,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,6,0
2524,2015-2-18 10:12:00,149.171.126.2,107784,848240,106512,847096,1272,1136,99,1,130,142,870,16,1,10,111,99,0,0,0,0,0,0,0,0,0,0,0,0,198,198,0,0,0,0,1,0,0,3,2,2,30,0,14,18,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2525,2015-2-18 10:12:00,149.171.126.1,85880,832152,84208,830824,1672,1328,95,1,127,122,897,28,1,7,123,97,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,1,0,0,3,2,2,72,0,32,10,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2526,2015-2-18 10:12:00,59.166.0.8,1165120,115920,1163752,114304,1360,1616,82,1,183,985,139,24,1,8,98,116,0,0,0,0,0,0,0,56,28,0,166,166,0,0,0,0,0,0,3,2,2,1,0,0,38,0,14,20,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,4,0
2527,2015-2-18 10:12:00,149.171.126.3,111392,1883712,110328,1882632,1064,1072,84,1,250,100,1100,8,1,20,100,101,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,0,0,0,1,0,0,3,2,2,30,0,10,10,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2528,2015-2-18 10:12:00,149.171.126.17,12512,2968,12512,2968,0,0,37,1,17,249,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,74,0,0,0,0,2,0,0,3,2,2,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2529,2015-2-18 10:12:00,175.45.176.1,18048,39680,18048,37352,0,96,81,1,20,190,300,6,1,1,0,122,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,0,0,3,2,2,2,0,0,80,0,0,4,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,69,1
2530,2015-2-18 10:11:00,149.171.126.5,58960,318680,57584,317592,1376,1088,84,1,74,152,696,24,1,7,123,97,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,0,0,1,0,0,3,2,2,50,0,24,8,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2531,2015-2-18 10:11:00,59.166.0.0,711104,77488,709976,76152,1128,1336,90,1,127,831,113,20,1,8,98,116,0,0,0,0,0,0,0,46,23,0,182,182,0,0,0,0,0,0,3,2,2,1,0,0,46,0,20,8,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2532,2015-2-18 10:11:00,149.171.126.1,59296,637392,57896,636272,1400,1112,73,1,120,116,938,24,1,7,122,97,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,1,0,0,3,2,2,42,0,18,6,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2533,2015-2-18 10:12:00,149.171.126.11,130696,44416,130696,44416,0,0,40,1,45,864,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,2,0,1,3,2,2,76,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2534,2015-2-18 10:16:00,149.171.126.2,88440,572176,86904,570920,1536,1256,100,1,111,127,717,24,1,8,120,98,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,1,0,0,3,2,2,52,0,24,12,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2535,2015-2-18 10:16:00,149.171.126.0,71872,253968,70248,252712,1616,1256,88,1,91,130,473,28,1,6,126,98,0,0,0,0,0,0,0,0,0,0,0,0,176,176,0,0,0,0,1,0,0,3,2,2,24,0,12,8,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2536,2015-2-18 10:16:00,59.166.0.7,208536,53944,207680,52824,856,1120,69,1,92,485,123,20,1,6,97,127,0,0,0,0,0,0,0,26,13,0,136,136,0,0,0,0,0,0,3,2,2,1,0,0,24,0,12,6,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2537,2015-2-18 10:16:00,175.45.176.3,2272,4344,2272,4088,0,256,12,1,25,123,187,6,1,1,0,320,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,3,2,2,2,0,1,8,2,0,2,0,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,10,1
2538,2015-2-18 10:16:00,149.171.126.12,800,1400,512,1080,288,312,4,1,23,80,184,8,1,5,83,148,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,0,1,4,2,2,4,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2539,2015-2-18 10:16:00,175.45.176.1,12224,19512,12224,19376,0,112,94,1,18,119,150,8,1,1,0,106,0,0,0,0,0,0,0,0,0,0,192,192,0,0,0,0,0,0,3,2,2,2,0,0,60,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,94,1
2540,2015-2-18 10:16:00,149.171.126.11,3776,7728,3744,7728,24,0,28,1,20,97,211,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,2,0,1,3,2,2,58,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2541,2015-2-18 10:12:00,59.166.0.4,1565664,110296,1564440,108808,1216,1488,101,1,188,1029,107,24,1,7,97,119,0,0,0,0,0,0,0,46,23,0,202,202,0,0,0,0,0,0,3,2,2,1,0,0,38,0,16,10,0,0,8,8,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2542,2015-2-18 10:12:00,149.171.126.4,152904,1562280,151800,1561248,1096,1032,107,1,191,135,967,12,1,13,106,99,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,1,0,0,3,2,2,58,0,28,26,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2543,2015-2-18 10:12:00,175.45.176.0,39384,109664,38712,109304,664,360,7,1,162,729,1113,4,1,17,148,76,0,0,0,0,0,0,0,32,0,0,16,16,0,0,0,0,0,0,4,2,2,2,0,1,4,2,0,4,0,0,2,0,0,1,1,1,1,1,1,1,0,0,1,1,3,1
2544,2015-2-18 10:12:00,149.171.126.10,2224,592,2224,592,0,0,6,1,22,219,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,3,2,2,4,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2545,2015-2-18 10:12:00,149.171.126.5,87864,514872,86152,513400,1712,1472,85,1,115,144,714,24,1,9,114,98,0,0,0,0,0,0,0,0,0,0,0,0,174,174,0,0,0,0,1,0,0,3,2,2,52,0,22,14,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2546,2015-2-18 10:12:00,59.166.0.3,1408096,100328,1406952,99056,1136,1264,92,1,186,1027,108,16,1,10,99,110,0,0,0,0,0,0,0,54,27,0,188,188,0,0,0,0,0,0,3,2,2,1,0,0,58,0,26,10,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,6,0
2547,2015-2-18 10:12:00,59.166.0.1,290984,64024,289992,62952,984,1064,68,1,94,636,155,12,1,12,100,108,0,0,0,0,0,0,0,50,25,0,138,138,0,0,0,0,0,0,3,2,2,1,0,0,54,0,26,12,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2548,2015-2-18 10:12:00,149.171.126.6,102016,407112,100728,405944,1288,1160,95,1,92,181,656,16,1,11,110,99,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,1,0,0,3,2,2,62,0,28,22,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2549,2015-2-18 10:12:00,59.166.0.2,803136,86976,802248,86072,880,896,77,1,145,928,136,8,1,16,100,102,0,0,0,0,0,0,0,50,25,0,154,154,0,0,0,0,0,0,3,2,2,1,0,0,50,0,24,14,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2550,2015-2-18 10:12:00,149.171.126.0,102520,1570184,100792,1568768,1728,1408,99,1,190,100,1038,28,1,7,120,97,0,0,0,0,0,0,0,0,0,0,0,0,202,202,0,0,0,0,1,0,0,3,2,2,60,0,26,8,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2551,2015-2-18 10:12:00,59.166.0.9,259552,106272,257776,104072,1776,2200,93,1,86,482,195,36,1,7,98,121,0,0,0,0,0,0,0,64,32,0,188,188,0,0,0,0,0,0,3,2,2,1,0,0,62,0,30,24,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2552,2015-2-18 10:13:00,149.171.126.11,11624,52528,11624,52528,0,0,37,1,28,192,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,2,0,1,3,2,2,72,2,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2553,2015-2-18 10:13:00,175.45.176.3,79064,7736,79064,6216,0,1520,13,1,87,1082,79,17,1,0,0,713,0,0,0,0,0,0,0,0,0,0,400,26,0,0,0,0,0,0,3,2,2,2,0,0,18,2,0,2,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1
2554,2015-2-18 10:13:00,149.171.126.19,7208,432,3208,432,1464,0,1,1,414,61,162,13,1,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,0,0,1,0,2,0,0,3,2,2,0,0,0,0,2,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
2555,2015-2-18 10:13:00,175.45.176.2,4904,3576,4904,3040,0,528,8,1,27,334,203,4,1,1,0,998,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,3,2,2,2,0,1,2,0,0,0,0,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,4,1
2556,2015-2-18 10:13:00,149.171.126.14,5992,24008,5592,23216,400,792,13,1,36,203,640,2,1,6,753,743,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,2,0,1,4,2,2,10,0,0,4,0,0,4,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2557,2015-2-18 10:13:00,149.171.126.9,117264,1810176,115520,1808768,1744,1408,103,1,202,105,1070,28,1,7,121,97,0,0,0,0,0,0,0,0,0,0,0,0,202,202,0,0,0,0,1,0,0,3,2,2,32,0,14,10,0,0,10,10,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2558,2015-2-18 10:13:00,59.166.0.8,1356752,87312,1355528,85800,1224,1512,92,1,183,1011,94,24,1,7,98,121,0,0,0,0,0,0,0,46,23,0,182,182,0,0,0,0,0,0,3,2,2,1,0,0,48,0,20,4,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2559,2015-2-18 10:13:00,59.166.0.0,1565232,129464,1564072,128096,1152,1368,109,1,174,1031,125,20,1,8,98,117,0,0,0,0,0,0,0,48,24,0,214,214,0,0,0,0,0,0,3,2,2,1,0,0,36,0,16,18,0,0,8,8,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2560,2015-2-18 10:13:00,149.171.126.6,90304,1067640,88704,1066328,1592,1312,79,1,170,120,1002,24,1,8,119,98,0,0,0,0,0,0,0,0,0,0,0,0,154,154,0,0,0,0,1,0,0,3,2,2,36,0,16,12,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2561,2015-2-18 10:13:00,59.166.0.9,616160,102304,614720,100608,1440,1688,101,1,101,813,164,24,1,9,98,115,0,0,0,0,0,0,0,62,31,0,202,202,0,0,0,0,0,0,3,2,2,1,0,0,40,0,18,18,0,0,16,16,0,1,1,1,1,1,1,1,0,0,1,1,2,0
2562,2015-2-18 10:13:00,149.171.126.8,71952,594864,70736,593808,1216,1056,83,1,122,117,793,16,1,10,114,99,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,1,0,0,3,2,2,56,0,24,8,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2563,2015-2-18 10:14:00,59.166.0.0,1280248,116960,1278776,115160,1464,1792,102,1,162,986,126,28,1,8,98,120,0,0,0,0,0,0,0,56,28,0,206,206,0,0,0,0,0,0,3,2,2,1,0,0,44,0,18,16,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,3,0
2564,2015-2-18 10:14:00,10.40.85.1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2565,2015-2-18 10:14:00,10.40.182.1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2566,2015-2-18 10:14:00,149.171.126.15,1008,384,1008,384,0,0,4,1,24,146,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,2,0,0,3,2,2,2,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2567,2015-2-18 10:14:00,149.171.126.18,880,58792,848,58792,24,0,3,1,148,71,1238,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,2,0,1,3,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2568,2015-2-18 10:15:00,149.171.126.9,61904,206656,60360,205488,1544,1168,79,1,78,146,492,28,1,6,129,97,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,1,0,0,3,2,2,28,0,12,8,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2569,2015-2-18 10:15:00,59.166.0.3,363720,60816,362504,59152,1208,1656,77,1,91,724,133,32,1,5,97,132,0,0,0,0,0,0,0,30,15,0,152,152,0,0,0,0,0,0,3,2,2,1,0,0,30,0,14,8,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2570,2015-2-18 10:15:00,149.171.126.4,76008,513512,74984,512584,1016,928,91,1,102,132,757,12,1,11,109,99,0,0,0,0,0,0,0,0,0,0,0,0,178,178,0,0,0,0,1,0,0,3,2,2,60,0,28,10,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2571,2015-2-18 10:15:00,59.166.0.8,780144,75392,778976,73848,1168,1544,81,1,127,980,126,28,1,6,97,128,0,0,0,0,0,0,0,34,17,0,156,156,0,0,0,0,0,0,3,2,2,1,0,0,26,0,10,10,0,0,6,6,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2572,2015-2-18 10:15:00,59.166.0.4,839248,103368,837760,101632,1488,1736,99,1,120,930,147,24,1,9,99,116,0,0,0,0,0,0,0,64,32,0,200,200,0,0,0,0,0,0,3,2,2,1,0,0,66,0,28,18,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2573,2015-2-18 10:15:00,149.171.126.7,80952,848472,79152,846992,1800,1472,87,1,139,114,912,28,1,8,120,98,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,1,0,0,3,2,2,20,0,10,8,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2574,2015-2-18 10:12:00,149.171.126.16,944,656,920,656,24,0,7,1,21,84,72,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,2,0,0,3,2,2,2,2,0,0,0,0,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2575,2015-2-18 10:12:00,149.171.126.9,86504,1121176,84912,1119840,1584,1336,81,1,174,110,1003,24,1,8,117,98,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,0,0,1,0,0,3,2,2,44,0,18,8,0,0,6,6,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2576,2015-2-18 10:12:00,149.171.126.18,1008,464,624,448,376,16,5,1,18,94,84,8,1,1,358,72,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,0,4,2,2,4,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2577,2015-2-18 10:13:00,59.166.0.1,534800,92168,533520,90520,1280,1640,85,1,110,779,157,28,1,7,98,125,0,0,0,0,0,0,0,42,21,0,168,168,0,0,0,0,0,0,3,2,2,1,0,0,32,0,14,16,0,0,4,4,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2578,2015-2-18 10:15:00,149.171.126.3,97512,1144560,95336,1142928,2168,1632,98,1,141,125,1049,40,1,6,129,97,0,0,0,0,0,0,0,0,0,0,0,0,198,198,0,0,0,0,1,0,0,3,2,2,38,0,12,12,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2579,2015-2-18 10:15:00,59.166.0.9,397160,91584,396024,90304,1136,1280,98,1,91,629,159,16,1,10,99,111,0,0,0,0,0,0,0,54,27,0,196,196,0,0,0,0,0,0,3,2,2,1,0,0,36,0,16,16,0,0,10,10,0,1,1,1,1,1,1,1,0,0,1,1,3,0
2580,2015-2-18 10:15:00,149.171.126.6,65360,484112,64104,483088,1256,1024,89,1,102,111,754,20,1,7,121,98,0,0,0,0,0,0,0,0,0,0,0,0,178,178,0,0,0,0,1,0,0,3,2,2,38,0,18,6,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2581,2015-2-18 10:15:00,149.171.126.1,92992,766816,91424,765616,1568,1192,80,1,131,155,941,28,1,6,127,97,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,1,0,0,3,2,2,52,0,22,16,0,0,4,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2582,2015-2-18 10:15:00,59.166.0.0,294976,60480,293952,59048,1024,1424,85,1,95,534,110,28,1,5,96,134,0,0,0,0,0,0,0,24,12,0,170,170,0,0,0,0,0,0,3,2,2,1,0,0,20,0,10,4,0,0,2,2,0,1,1,1,1,1,1,1,0,0,1,1,4,0
2583,2015-2-18 10:15:00,175.45.176.2,16912,80320,16912,80272,0,48,48,1,24,341,732,4,1,1,0,100,0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,4,2,2,2,0,1,6,4,0,4,2,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1
2584,2015-2-18 10:15:00,149.171.126.18,1808,10288,1808,10288,0,0,5,1,39,165,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,2,0,1,3,2,2,6,0,0,2,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2585,2015-2-18 10:13:00,149.171.126.7,68696,652504,67368,651304,1328,1192,99,1,99,117,885,16,1,11,110,99,0,0,0,0,0,0,0,0,0,0,0,0,198,198,0,0,0,0,1,0,0,3,2,2,48,0,20,6,0,0,12,12,1,0,1,1,1,1,1,1,0,0,1,1,0,0
2586,2015-2-18 10:13:00,10.40.85.10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2587,2015-2-18 10:13:00,175.45.176.1,40312,36232,39520,33240,792,448,97,1,24,267,202,6,1,2,743,426,0,0,0,0,0,0,0,0,0,0,198,196,0,0,0,0,0,1,4,2,2,2,0,0,70,0,0,10,0,0,4,0,0,1,1,1,1,1,1,1,0,1,0,0,79,1
2588,2015-2-18 10:13:00,149.171.126.10,1744,16224,1376,16224,368,0,9,1,30,90,742,4,1,1,703,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,2,0,1,3,2,2,10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2589,2015-2-18 10:13:00,149.171.126.1,81184,505448,80064,504496,1112,952,101,1,89,145,772,16,1,9,116,99,0,0,0,0,0,0,0,0,0,0,0,0,198,198,0,0,0,0,1,0,0,3,2,2,64,0,32,12,0,0,8,8,1,0,1,1,1,1,1,1,0,0,1,1,0,0
